,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
924,TXN_5007619,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-05,2023-07
931,TXN_9625287,Juice,2.0,3.0,6.0,Cash,In-store,2023-07-08,2023-07
934,TXN_7337979,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-05-27,2023-05
937,TXN_5630457,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-01,2023-03
939,TXN_4487966,Juice,3.0,3.0,9.0,Cash,In-store,2023-08-10,2023-08
945,TXN_3663712,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-22,2023-09
946,TXN_9140598,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-10,2023-07
951,TXN_3696194,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-11-27,2023-11
952,TXN_2964638,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-09-28,2023-09
953,TXN_8336656,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-12-02,2023-12
955,TXN_6287890,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-02-07,2023-02
961,TXN_5350401,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-28,2023-10
964,TXN_1866028,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-12,2023-06
966,TXN_9152264,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-15,2023-03
968,TXN_3794585,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-02-10,2023-02
970,TXN_9890874,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-02,2023-09
976,TXN_6024625,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-09-13,2023-09
977,TXN_7470910,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-22,2023-11
979,TXN_1116119,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-07,2023-08
980,TXN_3471223,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-08,2023-10
986,TXN_5021925,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-07,2023-05
989,TXN_7764154,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-09,2023-12
992,TXN_2178735,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-07-24,2023-07
994,TXN_5014959,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-11-28,2023-11
1000,TXN_5348445,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-15,2023-11
1002,TXN_7215985,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-08-07,2023-08
1003,TXN_7448296,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-15,2023-11
1006,TXN_1494608,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-05-07,2023-05
1007,TXN_7615147,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-05-19,2023-05
1010,TXN_5892508,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-21,2023-03
1011,TXN_5546684,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-02,2023-10
1014,TXN_6402128,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-11-09,2023-11
1015,TXN_5009706,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-20,2023-09
1018,TXN_3380698,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-12-15,2023-12
1025,TXN_1512118,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-01,2023-03
1030,TXN_4033888,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-04,2023-02
1035,TXN_7880148,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-12-12,2023-12
1038,TXN_4187420,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-31,2023-01
1040,TXN_9553579,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-10-03,2023-10
1041,TXN_3854285,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-07-18,2023-07
1042,TXN_5614488,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-07-22,2023-07
1046,TXN_6035534,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-18,2023-12
1049,TXN_7201724,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-20,2023-03
1052,TXN_6113876,Cake,3.0,3.0,9.0,Cash,In-store,2023-03-01,2023-03
1058,TXN_6450138,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-04-13,2023-04
1068,TXN_7085875,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-23,2023-08
1071,TXN_6057379,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-18,2023-03
1073,TXN_9313535,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-06-04,2023-06
1076,TXN_9626053,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-08-11,2023-08
1081,TXN_5583534,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-31,2023-10
1082,TXN_1438257,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-06-13,2023-06
1088,TXN_3963927,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-01-03,2023-01
1091,TXN_7023528,Tea,5.0,1.5,7.5,Cash,In-store,2023-10-28,2023-10
1093,TXN_9124680,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-03,2023-10
1094,TXN_7853635,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-02-16,2023-02
1096,TXN_3516263,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-23,2023-09
1097,TXN_1591640,Cake,2.0,3.0,6.0,Cash,In-store,2023-05-26,2023-05
1103,TXN_1697018,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-07-02,2023-07
1105,TXN_2667225,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-21,2023-11
1110,TXN_9159212,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-12,2023-01
1113,TXN_3282436,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-12-14,2023-12
1115,TXN_8465274,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-01,2023-02
1118,TXN_8330446,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-08-06,2023-08
1121,TXN_9769410,Salad,1.0,5.0,5.0,Cash,In-store,2023-07-22,2023-07
1126,TXN_1437083,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-03-15,2023-03
1128,TXN_2413626,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-06,2023-11
1130,TXN_3392848,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-03,2023-04
1131,TXN_7027905,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-17,2023-07
1132,TXN_8808034,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-08-09,2023-08
1133,TXN_1663113,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-12-24,2023-12
1135,TXN_6189334,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-01-12,2023-01
1141,TXN_6908287,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-04,2023-08
1144,TXN_6829707,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-17,2023-08
1145,TXN_7303706,Coffee,2.0,2.0,4.0,Cash,In-store,2023-12-14,2023-12
1146,TXN_1730647,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-18,2023-01
1152,TXN_4936135,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-08,2023-12
1158,TXN_4496665,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-10,2023-12
1161,TXN_8209794,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-10-25,2023-10
1166,TXN_3330687,Cake,5.0,3.0,15.0,Cash,In-store,2023-12-26,2023-12
1171,TXN_5354746,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-06,2023-03
1174,TXN_3736798,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-07-01,2023-07
1178,TXN_6719521,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-03,2023-08
1187,TXN_5386752,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-12-07,2023-12
1188,TXN_1022523,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-25,2023-11
1191,TXN_6202015,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-22,2023-08
1192,TXN_6928137,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-11,2023-10
1194,TXN_5913013,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-11-29,2023-11
1195,TXN_7433269,Tea,1.0,1.5,1.5,Cash,In-store,2023-05-18,2023-05
1205,TXN_4617771,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-09-10,2023-09
1208,TXN_1741325,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-03-31,2023-03
1210,TXN_9983356,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-09-20,2023-09
1211,TXN_8964527,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-22,2023-02
1216,TXN_9408993,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-19,2023-08
1217,TXN_7810285,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-25,2023-10
1219,TXN_1961595,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-02,2023-07
1223,TXN_4179561,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-11-12,2023-11
1226,TXN_9056301,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-03-02,2023-03
1231,TXN_6910030,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-09,2023-07
1235,TXN_7609781,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-03-13,2023-03
1236,TXN_8398059,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-10-15,2023-10
1239,TXN_1792573,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-12-07,2023-12
1244,TXN_9991225,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-02-03,2023-02
1245,TXN_8734476,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-09-12,2023-09
1246,TXN_6471962,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-09-21,2023-09
1248,TXN_4792702,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-06-28,2023-06
1249,TXN_3572190,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-05,2023-03
1250,TXN_6791398,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-12-17,2023-12
1251,TXN_8361255,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-07-29,2023-07
1258,TXN_6078834,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-28,2023-04
1260,TXN_8186625,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-07-21,2023-07
1262,TXN_2946829,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-08,2023-02
1264,TXN_8750849,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-03,2023-03
1268,TXN_1973716,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-01-21,2023-01
1269,TXN_1105589,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-04,2023-07
1280,TXN_4988665,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-16,2023-12
1285,TXN_5412834,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-13,2023-07
1286,TXN_1389258,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-31,2023-12
1290,TXN_8076559,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-11-02,2023-11
1292,TXN_4310310,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-03-08,2023-03
1298,TXN_6411716,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-25,2023-02
1302,TXN_1154979,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-12-11,2023-12
1304,TXN_6129205,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-07-20,2023-07
1308,TXN_4832513,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-06-05,2023-06
1320,TXN_4356223,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-23,2023-11
1331,TXN_2471972,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-04-08,2023-04
1334,TXN_6555617,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-12-27,2023-12
1336,TXN_6899834,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-27,2023-01
1341,TXN_7538570,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-18,2023-04
1342,TXN_8789116,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-01-13,2023-01
1343,TXN_8930109,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17,2023-05
1344,TXN_9799798,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-23,2023-05
1349,TXN_1681153,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-09,2023-02
1350,TXN_4255503,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-19,2023-11
1352,TXN_2385697,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-09-10,2023-09
1353,TXN_9151321,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-01-05,2023-01
1355,TXN_1602799,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-03-23,2023-03
1357,TXN_9579181,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-05-24,2023-05
1359,TXN_1388606,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-31,2023-08
1360,TXN_2336857,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-02,2023-08
1361,TXN_9526867,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-21,2023-10
1366,TXN_5792655,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-21,2023-12
1368,TXN_7782538,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-15,2023-08
1372,TXN_6404763,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-13,2023-11
1380,TXN_4915908,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-06-06,2023-06
1392,TXN_7043825,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-07,2023-02
1395,TXN_5788769,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-19,2023-07
1399,TXN_5856820,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-07-18,2023-07
1402,TXN_9354616,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-01-27,2023-01
1406,TXN_5268203,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-04,2023-03
1409,TXN_5226635,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-01,2023-02
1411,TXN_9278992,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-12-15,2023-12
1412,TXN_4369292,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-09,2023-10
1415,TXN_3912727,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-04-13,2023-04
1417,TXN_6983139,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-18,2023-12
1419,TXN_5977414,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-08-06,2023-08
1428,TXN_8550184,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-05,2023-04
1437,TXN_6962242,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30,2023-06
1450,TXN_4548466,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-11-30,2023-11
1462,TXN_5944206,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-12,2023-05
1463,TXN_9212178,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-18,2023-11
1466,TXN_9201212,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-08,2023-06
1468,TXN_7055260,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-20,2023-06
1471,TXN_1757340,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-12-29,2023-12
1477,TXN_9390740,Cake,2.0,3.0,6.0,Cash,In-store,2023-12-06,2023-12
1484,TXN_1082421,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-12-19,2023-12
1492,TXN_6451377,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-19,2023-03
1493,TXN_2142961,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-21,2023-09
1497,TXN_5575561,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-13,2023-02
1498,TXN_1007347,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-28,2023-08
1502,TXN_6731518,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-12-04,2023-12
1503,TXN_3455702,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-23,2023-03
1504,TXN_7794561,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-05-18,2023-05
1506,TXN_7688625,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-15,2023-12
1509,TXN_8831924,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-07-12,2023-07
1511,TXN_1360998,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-30,2023-07
1515,TXN_9047278,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-06-20,2023-06
1520,TXN_4516901,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-09-05,2023-09
1521,TXN_6817795,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-09-12,2023-09
1524,TXN_6809170,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-10,2023-08
1525,TXN_7365744,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-20,2023-08
1526,TXN_9847116,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-07-28,2023-07
1527,TXN_8356338,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-08-06,2023-08
1528,TXN_4413506,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-29,2023-10
1535,TXN_4737392,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-17,2023-02
1536,TXN_9538738,Coffee,4.0,2.0,8.0,Cash,In-store,2023-09-25,2023-09
1537,TXN_1854102,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-18,2023-07
1541,TXN_8837375,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-11-21,2023-11
1544,TXN_7950226,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-13,2023-10
1545,TXN_9086541,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-15,2023-02
1548,TXN_8017969,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-26,2023-03
1549,TXN_6667388,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-14,2023-08
1553,TXN_9425645,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-19,2023-03
1556,TXN_6747376,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-20,2023-11
1566,TXN_2062269,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-08,2023-09
1572,TXN_8313892,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-29,2023-11
1579,TXN_6712994,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-02,2023-10
1581,TXN_6257776,Juice,5.0,3.0,15.0,Cash,In-store,2023-10-28,2023-10
1588,TXN_6073195,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-13,2023-09
1593,TXN_4291132,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-07,2023-08
1594,TXN_1622123,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-01-05,2023-01
1595,TXN_2878078,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-15,2023-12
1596,TXN_7134579,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-06,2023-06
1597,TXN_6921057,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-07-10,2023-07
1598,TXN_2335088,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-27,2023-10
1599,TXN_9778859,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-06-05,2023-06
1603,TXN_6386662,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-04,2023-12
1604,TXN_5491825,Cake,4.0,3.0,12.0,Cash,In-store,2023-06-09,2023-06
1607,TXN_3326110,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-13,2023-08
1608,TXN_5455079,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-30,2023-11
1609,TXN_5526475,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-06,2023-05
1610,TXN_3800253,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-15,2023-01
1616,TXN_4134478,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-25,2023-06
1621,TXN_7296498,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-05-19,2023-05
1623,TXN_2488987,Tea,5.0,1.5,7.5,Cash,In-store,2023-06-12,2023-06
1626,TXN_1865735,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-22,2023-09
1632,TXN_5303275,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-09-18,2023-09
1636,TXN_9316158,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-10-31,2023-10
1637,TXN_8207244,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-05-04,2023-05
1639,TXN_2814866,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-29,2023-07
1642,TXN_2560137,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-10-13,2023-10
1643,TXN_7350571,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-02-19,2023-02
1644,TXN_3915802,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-12-16,2023-12
1648,TXN_2493262,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-01-03,2023-01
1650,TXN_6038791,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-06,2023-03
1651,TXN_1335337,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-09-06,2023-09
1657,TXN_7730388,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-09-09,2023-09
1660,TXN_6363897,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-11-26,2023-11
1661,TXN_1893222,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-12-20,2023-12
1667,TXN_5624179,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-26,2023-10
1668,TXN_3450160,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-23,2023-10
1669,TXN_4075432,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-12,2023-09
1670,TXN_2023802,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-28,2023-02
1676,TXN_8182245,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-24,2023-10
1677,TXN_3970335,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-01,2023-09
1679,TXN_7100596,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-09-14,2023-09
1680,TXN_1481116,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-26,2023-02
1681,TXN_9454212,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-19,2023-11
1682,TXN_3648327,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-08-17,2023-08
1683,TXN_6188394,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-05,2023-10
1684,TXN_2553803,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-29,2023-12
1686,TXN_8018479,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-09-15,2023-09
1688,TXN_3046108,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-15,2023-01
1690,TXN_4454198,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-08-22,2023-08
1691,TXN_5855756,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-08-29,2023-08
1693,TXN_6758675,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-11-05,2023-11
1705,TXN_7681072,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-07,2023-07
1707,TXN_8789986,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-09-21,2023-09
1708,TXN_8382825,Coffee,5.0,2.0,10.0,Cash,In-store,2023-01-20,2023-01
1709,TXN_4486700,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-02-08,2023-02
1711,TXN_5085328,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-02-03,2023-02
1716,TXN_6191769,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-17,2023-05
1717,TXN_6110386,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-17,2023-03
1721,TXN_8257774,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-04,2023-03
1724,TXN_1225638,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-05-28,2023-05
1726,TXN_5508620,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-08-26,2023-08
1727,TXN_7864080,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-11-12,2023-11
1731,TXN_2463115,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-12,2023-09
1735,TXN_6762172,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-01-19,2023-01
1742,TXN_5591967,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-04-08,2023-04
1743,TXN_5861158,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-11-21,2023-11
1745,TXN_2848654,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-15,2023-03
1747,TXN_3034652,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-04,2023-11
1755,TXN_6607568,Coffee,2.0,2.0,4.0,Cash,In-store,2023-03-24,2023-03
1757,TXN_9837568,Salad,5.0,5.0,25.0,Cash,In-store,2023-04-17,2023-04
1759,TXN_9425610,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-01-08,2023-01
1762,TXN_9749333,Cookie,5.0,1.0,5.0,Cash,In-store,2023-02-27,2023-02
1765,TXN_7376092,Cookie,4.0,1.0,4.0,Cash,In-store,2023-11-07,2023-11
1767,TXN_8278982,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-06,2023-09
1768,TXN_7686476,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-03,2023-01
1771,TXN_3981000,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-24,2023-05
1777,TXN_7367474,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-01,2023-01
1784,TXN_1498343,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-03-31,2023-03
1785,TXN_3107619,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-31,2023-05
1791,TXN_7411993,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-11,2023-02
1794,TXN_4679593,Juice,1.0,3.0,3.0,Cash,In-store,2023-01-10,2023-01
